Bill number,Supplier,Transaction date,Due date,Supplier invoice number,Amounts are,Item,Description,Account No.,No. of Unit,Unit Price,Discount %,Amount ($),Tax code,Tax amount ($),Job No.,Job name
6314802,Bremick Fasteners,########,########,6314802,Tax exclusive,,,5-1445,1,502.42,,502.42,GST,50.24,,
6314881,Bremick Fasteners,########,########,6314881,Tax exclusive,,,5-1445,1,415.11,,415.11,GST,41.51,,
36109,FBHS (Aust) Pty Ltd,########,########,36109,Tax exclusive,,Janine & Shane Burdon,5-1439,1,733.73,,733.73,GST,73.37,,
36548,FBHS (Aust) Pty Ltd,########,########,36548,Tax exclusive,,Reed Homes,5-1439,1,459.25,,459.25,GST,45.93,,
36473,FBHS (Aust) Pty Ltd,########,########,36473,Tax exclusive,,Allen Walker,5-1439,1,316.6,,316.6,GST,31.66,,
CAR24/0124,FCRC,########,########,CAR24/0124,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
CAR24/0123,FCRC,########,########,CAR24/0123,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
20248425,Rapid Building Approval,########,########,20248425,Tax exclusive,,Lot 19 (28) Periwinkle crescent,5-1439,1,722.73,,722.73,GST,72.27,,
20248426,Rapid Building Approval,########,########,20248426,Tax exclusive,,Lot 150 (14) Cancecutter court,5-1439,1,722.73,,722.73,GST,72.27,,
20248427,Rapid Building Approval,########,########,20248427,Tax exclusive,,Lot 1 (2) Scrimshaw place,5-1439,1,722.73,,722.73,GST,72.27,,
33,Robert Spoltaric,########,########,33,Tax exclusive,,Flooring installation,5-1445,1,"1,599.40",,"1,599.40",N-T,0,,
88305,Advance Metal Industries Aust.,########,########,88305,Tax exclusive,,,5-1445,1,265.15,,265.15,GST,26.52,,
36448,FBHS (Aust) Pty Ltd,########,########,36448,Tax exclusive,,Paul Carza,5-1439,1,307.74,,307.74,GST,30.77,,
CAR24/0126,FCRC,########,########,CAR24/0126,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
923,Fraser Coast Shed Builders Pty Ltd,########,########,923,Tax exclusive,,Adam & Jess,5-1445,1,"4,059.09",,"4,059.09",GST,405.91,,
20248440,Rapid Building Approval,########,########,20248440,Tax exclusive,,Lot 23 (20-22) Scenic court,5-1439,1,722.73,,722.73,GST,72.27,,
20248443,Rapid Building Approval,########,########,20248443,Tax exclusive,,Lot 37 (661) Boat Harbour drive,5-1439,1,722.73,,722.73,GST,72.27,,
R24224,Coast Wide Certification,########,########,R24224,Tax exclusive,,79 Shellcot street,5-1439,1,863.64,,863.64,GST,86.36,,
R24223,Coast Wide Certification,########,########,R24223,Tax exclusive,,39 Broaddway drive,5-1439,1,863.64,,863.64,GST,86.36,,
R24220,Coast Wide Certification,########,########,R24220,Tax exclusive,,9 Seaway pde,5-1439,1,777.27,,777.27,GST,77.73,,
R24209,Coast Wide Certification,########,########,R24209,Tax exclusive,,Lot 10 Exmout Access lane,5-1439,1,863.64,,863.64,GST,86.36,,
6316284,Bremick Fasteners,########,########,6316284,Tax exclusive,,,5-1445,1,337.85,,337.85,GST,33.79,,
6316308,Bremick Fasteners,########,########,6316308,Tax exclusive,,,5-1445,1,75.75,,75.75,GST,7.57,,
86,The France Family Trust,########,########,86,Tax exclusive,,Flooring Installations,5-1442,1,"1,142.19",,"1,142.19",N-T,0,,
24-50983,Shawn Hills,########,########,24-50983,Tax exclusive,,Flooring installation,5-1442,1,"2,490.13",,"2,490.13",N-T,0,,
44,HayJ Flooring,########,########,44,Tax exclusive,,Flooring Installation,5-1442,1,"1,487.74",,"1,487.74",GST,148.77,,
45,HayJ Flooring,########,########,45,Tax exclusive,,Flooring Installation,5-1442,1,"2,012.83",,"2,012.83",GST,201.28,,
1100,DB Schulz,########,########,1100,Tax exclusive,,,5-1442,1,165,,165,GST,16.5,,
1101,DB Schulz,########,########,1101,Tax exclusive,,,5-1442,1,937,,937,GST,93.7,,
2556,Briggs Clarken,########,########,2556,Tax exclusive,,Installations,5-1442,1,"1,067.18",,"1,067.18",GST,106.72,,
646853,Bayset,########,########,646853,Tax exclusive,,,5-1442,1,"1,884.72",,"1,884.72",GST,188.47,,
19455,hervey Bay Mobile Windscreens,########,########,19455,Tax exclusive,,Repair chip in windscreen,6-1787,1,63.64,,63.64,GST,6.36,,
94,Daniel Gunn,########,########,94,Tax exclusive,,Flooring installation,5-1445,1,979.81,,979.81,N-T,0,,
85511-1,Watkins Electrical,########,########,85511-1,Tax exclusive,,Supply & Install Plugs to leads,5-1445,1,130.92,,130.92,GST,13.09,,
CAR24/0129,FCRC,########,########,CAR24/0129,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
10288,FCRC,########,########,10288,Tax exclusive,,,6-2024,1,873.26,,873.26,GST,87.33,,
6317184,Bremick Fasteners,########,########,6317184,Tax exclusive,,,5-1445,1,260.75,,260.75,GST,26.08,,
291,A&C Mac Concreting,########,########,291,Tax exclusive,,22 Periwinkle cres,5-1445,1,"25,725.00",,"25,725.00",GST,"2,572.50",,
ECCSC160791,Mercedes Benz Sunshine Coast,########,########,ECCSC160791,Tax exclusive,,,6-1776,1,"1,038.95",,"1,038.95",GST,103.9,,
387339,MBS,########,########,387339,Tax exclusive,,,5-1445,1,127.73,,127.73,GST,12.77,,
88395,Advance Metal Industries Aust.,########,########,88395,Tax exclusive,,,5-1445,1,265.15,,265.15,GST,26.52,,
88397,Advance Metal Industries Aust.,########,########,88397,Tax exclusive,,,5-1445,1,"1,815.61",,"1,815.61",GST,181.56,,
R24232,Coast Wide Certification,########,########,R24232,Tax exclusive,,49 Watkins street,5-1439,1,863.64,,863.64,GST,86.36,,
R24234,Coast Wide Certification,########,########,R24234,Tax exclusive,,76-78 Ocean Outlook,5-1439,1,863.64,,863.64,GST,86.36,,
R24235,Coast Wide Certification,########,########,R24235,Tax exclusive,,5 Jewel court,5-1439,1,777.27,,777.27,GST,77.73,,
R24231,Coast Wide Certification,########,########,R24231,Tax exclusive,,Lot 51 Walkinson road,5-1439,1,863.64,,863.64,GST,86.36,,
ADG3961194,C & L Kertland Pty Ltd,########,########,ADG3961194,Tax exclusive,,6 Fulmar,5-1445,1,"2,727.27",,"2,727.27",GST,272.73,,
1031-50146,Jamin O'Donnell Concreting,########,########,1031-50146,Tax exclusive,,,5-1445,1,"13,090.91",,"13,090.91",GST,"1,309.09",,
292,A&C Mac Concreting,########,########,292,Tax exclusive,,63 Rosewood ave,5-1445,1,"6,872.73",,"6,872.73",GST,687.27,,
924,Fraser Coast Shed Builders Pty Ltd,########,########,924,Tax exclusive,,Dwain Wrankmore,5-1445,1,"2,397.27",,"2,397.27",GST,239.73,,
20-50749,Nick Burke,########,########,20-50749,Tax exclusive,,,5-1445,1,"2,648.30",,"2,648.30",GST,264.83,,
237882,Bob's Tyre Centre,########,########,237882,Tax exclusive,,Replacement tyres,6-1807,1,180.91,,180.91,GST,18.09,,
85581-1,Watkins Electrical,########,########,85581-1,Tax exclusive,,Supply & Install Plugs to leads,5-1445,1,240.02,,240.02,GST,24,,
387364,Ergon Energy,########,########,387364,Tax exclusive,,,6-1493,1,"1,737.91",,"1,737.91",GST,173.79,,
387365,Ergon Energy,########,########,387365,Tax exclusive,,,6-1491,1,773.89,,773.89,GST,77.39,,
387079,Fraser Coast Shed Builders Pty Ltd,########,########,387079,Tax exclusive,,Rebate,5-1445,1,"2,727.27",,"2,727.27",GST,272.73,,
387080,Matthew Hearps,########,########,387080,Tax exclusive,,Monthly Rebate,5-1445,1,"2,727.27",,"2,727.27",GST,272.73,,
29,Darren Kennedy,########,########,29,Tax exclusive,,Floor Installations,5-1445,1,657.2,,657.2,GST,65.72,,
45,Gmac Floors,########,########,45,Tax exclusive,,Flooring Installation,5-1445,1,"2,275.14",,"2,275.14",GST,227.51,,
34,Robert Spoltaric,########,########,34,Tax exclusive,,Flooring installation,5-1445,1,"2,197.88",,"2,197.88",N-T,0,,
1951,Superior Timber Floors QLD,########,########,1951,Tax exclusive,,Flooring install,5-1445,1,"3,072.00",,"3,072.00",GST,307.2,,
1953,Superior Timber Floors QLD,########,########,1953,Tax exclusive,,Flooring install,5-1445,1,"2,819.20",,"2,819.20",GST,281.92,,
1952-50683,Superior Timber Floors QLD,########,########,1952-50683,Tax exclusive,,Flooring install,5-1445,1,"2,013.76",,"2,013.76",GST,201.38,,
1954,Superior Timber Floors QLD,########,########,1954,Tax exclusive,,Flooring install,5-1445,1,"2,013.76",,"2,013.76",GST,201.38,,
1950,Superior Timber Floors QLD,########,########,1950,Tax exclusive,,Flooring install,5-1445,1,"1,948.98",,"1,948.98",GST,194.9,,
24041,River Heads Flooring,########,########,24041,Tax exclusive,,Flooring installation,5-1445,1,250,,250,GST,25,,
24042,River Heads Flooring,########,########,24042,Tax exclusive,,Flooring installation,5-1445,1,"3,081.46",,"3,081.46",GST,308.15,,
24040,River Heads Flooring,########,########,24040,Tax exclusive,,Flooring installation,5-1445,1,"2,930.05",,"2,930.05",GST,293,,
40,Hervey Bay Concreting,########,########,40,Tax exclusive,,Watermans way,5-1445,1,"9,875.25",,"9,875.25",GST,987.53,,
10746,Admired Flooring,########,########,10746,Tax exclusive,,Flooring installation,5-1445,1,482.36,,482.36,GST,48.24,,
6320892,Bremick Fasteners,########,########,6320892,Tax exclusive,,,5-1445,1,493.39,,493.39,GST,49.34,,
1107-50218,A & I Transport,########,########,1107-50218,Tax exclusive,,Tile delivery,5-1438,1,"1,800.00",,"1,800.00",GST,180,,
22-50870,Nick Burke,########,########,22-50870,Tax exclusive,,,5-1445,1,"3,966.92",,"3,966.92",GST,396.69,,
387670,Australian Tax Office,########,########,387670,Tax exclusive,,BAS March 2024,2-1291,1,########,,########,N-T,0,,
88452,Advance Metal Industries Aust.,########,########,88452,Tax exclusive,,,5-1445,1,"2,449.18",,"2,449.18",GST,244.92,,
88456,Advance Metal Industries Aust.,########,########,88456,Tax exclusive,,,5-1445,1,530.3,,530.3,GST,53.03,,
6321484,Bremick Fasteners,########,########,6321484,Tax exclusive,,,5-1445,1,872.28,,872.28,GST,87.23,,
6323620,Bremick Fasteners,########,########,6323620,Tax exclusive,,,5-1445,1,"1,034.05",,"1,034.05",GST,103.41,,
36508,FBHS (Aust) Pty Ltd,########,########,36508,Tax exclusive,,Ron Brown,5-1439,1,310.03,,310.03,GST,31,,
240424,All Aussie Lawns & Maintenance,########,########,240424,Tax exclusive,,231 Maryborough Hervey Bay Road,6-1507,1,200,,200,N-T,0,,
15.04.2024,National Tiles,########,########,15.04.2024,Tax exclusive,,Statement dated 15.04.2024,5-1445,1,"12,462.10",,"12,462.10",GST,"1,246.21",,
15453,Tearoom Design & Print,########,########,15453,Tax exclusive,,Business cards,6-1966,1,113.64,,113.64,GST,11.36,,
1302722,Ozroll Pty Ltd,########,########,1302722,Tax exclusive,,,5-1445,1,100.08,,100.08,GST,10.01,,
18-50568,Eagles Nest Bowls Club,########,########,18-50568,Tax exclusive,,Donation,6-1458,1,300,,300,N-T,0,,
1411,Broadhurst Concreting,########,########,1411,Tax exclusive,,111 Ariadne,5-1445,1,"3,818.18",,"3,818.18",GST,381.82,,
2405,Kirkland Homes Pty Ltd,########,########,2405,Tax exclusive,,Patio Installations,5-1445,1,614.55,,614.55,GST,61.45,,
1062,Darren Cook Electrical,########,########,1062,Tax exclusive,,Replace vacuum cleaner filter & switch,5-1445,1,421.21,,421.21,GST,42.12,,
87,The France Family Trust,########,########,87,Tax exclusive,,Flooring Installations,5-1442,1,"1,532.61",,"1,532.61",N-T,0,,
25-501048,Shawn Hills,########,########,25-501048,Tax exclusive,,Flooring installation,5-1442,1,"1,736.00",,"1,736.00",N-T,0,,
601,FloorBoss,########,########,601,Tax exclusive,,Flooring Installations,5-1442,1,566.85,,566.85,GST,56.69,,
46,HayJ Flooring,########,########,46,Tax exclusive,,Flooring Installation,5-1442,1,"4,472.54",,"4,472.54",GST,447.25,,
1102,DB Schulz,########,########,1102,Tax exclusive,,,5-1442,1,748,,748,GST,74.8,,
1103,DB Schulz,########,########,1103,Tax exclusive,,,5-1442,1,700,,700,GST,70,,
1104,DB Schulz,########,########,1104,Tax exclusive,,,5-1442,1,552,,552,GST,55.2,,
2559,Briggs Clarken,########,########,2559,Tax exclusive,,Installations,5-1442,1,677.04,,677.04,GST,67.7,,
2566,Briggs Clarken,########,########,2566,Tax exclusive,,Installations,5-1442,1,"2,887.35",,"2,887.35",GST,288.74,,
93,Daniel Gunn,########,########,93,Tax exclusive,,Flooring installation,5-1445,1,431.82,,431.82,N-T,0,,
100173352,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,678.6,,678.6,GST,67.86,,
100173351,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,651,,651,GST,65.1,,
100173353,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,672.7,,672.7,GST,67.27,,
R24245,Coast Wide Certification,########,########,R24245,Tax exclusive,,181 Burrum street,5-1439,1,777.27,,777.27,GST,77.73,,
R24244,Coast Wide Certification,########,########,R24244,Tax exclusive,,42 Bay Park road,5-1439,1,863.64,,863.64,GST,86.36,,
R24243,Coast Wide Certification,########,########,R24243,Tax exclusive,,138 Barranjoey drive,5-1439,1,863.64,,863.64,GST,86.36,,
10615,A.T. Concreting,########,########,10615,Tax exclusive,,89 Saltwater Creek road,5-1445,1,"5,454.55",,"5,454.55",GST,545.45,,
41,Hervey Bay Concreting,########,########,41,Tax exclusive,,121 Bay Park road,5-1445,1,"4,200.00",,"4,200.00",GST,420,,
74,William Howard,########,########,74,Tax exclusive,,Vinyl Plank Installation,5-1445,1,"5,320.29",,"5,320.29",N-T,0,,
35833,FBHS (Aust) Pty Ltd,########,########,35833,Tax exclusive,,Marion & Chris Dean,5-1439,1,443.95,,443.95,GST,44.4,,
88505,Advance Metal Industries Aust.,########,########,88505,Tax exclusive,,,5-1445,1,265.15,,265.15,GST,26.52,,
6314671,Bremick Fasteners,########,########,6314671,Tax exclusive,,,5-1445,1,534.63,,534.63,GST,53.46,,
63,Daniel Gunn,########,########,63,Tax exclusive,,Flooring installation,5-1445,1,730.49,,730.49,N-T,0,,
6323797,Bremick Fasteners,########,########,6323797,Tax exclusive,,,5-1445,1,293.6,,293.6,GST,29.36,,
1065,Darren Cook Electrical,########,########,1065,Tax exclusive,,"Repair to supply lead plug, motor lead plug",5-1445,1,300,,300,GST,30,,
ADG3961195,C & L Kertland Pty Ltd,########,########,ADG3961195,Tax exclusive,,David Turner,5-1445,1,"10,227.27",,"10,227.27",GST,"1,022.73",,
20248579,Rapid Building Approval,########,########,20248579,Tax exclusive,,Lot 84 (14) O'Regan drive,5-1439,1,722.73,,722.73,GST,72.27,,
20248580,Rapid Building Approval,########,########,20248580,Tax exclusive,,Lot 40 (4) Woodruff crescent,5-1439,1,722.73,,722.73,GST,72.27,,
20248584,Rapid Building Approval,########,########,20248584,Tax exclusive,,Lot 33 (36) Petersen road,5-1439,1,722.73,,722.73,GST,72.27,,
20248583,Rapid Building Approval,########,########,20248583,Tax exclusive,,Lot 19 (5) Pido pde,5-1439,1,722.73,,722.73,GST,72.27,,
R24251,Coast Wide Certification,########,########,R24251,Tax exclusive,,46 Ocean street,5-1439,1,863.64,,863.64,GST,86.36,,
R24246,Coast Wide Certification,########,########,R24246,Tax exclusive,,2 Osprey tce,5-1439,1,863.64,,863.64,GST,86.36,,
681,S & S Rhind Super Fund,########,########,681,Tax exclusive,,,6-1987,1,"3,692.64",,"3,692.64",GST,369.26,,
682,S & S Rhind Super Fund,########,########,682,Tax exclusive,,,6-1978,1,"4,019.17",,"4,019.17",GST,401.92,,
683,S & S Rhind Super Fund,########,########,683,Tax exclusive,,Lot 3,6-1978,1,"4,152.22",,"4,152.22",GST,415.22,,
686,S & S Rhind Super Fund,########,########,686,Tax exclusive,,Lot 3,6-1969,1,"1,533.86",,"1,533.86",GST,153.39,,
685,S & S Rhind Super Fund,########,########,685,Tax exclusive,,Lot 2,6-1969,1,"3,291.86",,"3,291.86",GST,329.19,,
684,S & S Rhind Super Fund,########,########,684,Tax exclusive,,Lot 1,6-1969,1,"2,745.19",,"2,745.19",GST,274.52,,
387899,Queensland Transport,########,########,387899,Tax exclusive,,Rego,6-1818,1,810.05,,810.05,GST,81,,
387900,Ergon Energy,########,########,387900,Tax exclusive,,Final bill,6-1494,1,44.65,,44.65,GST,4.47,,
6324828,Bremick Fasteners,########,########,6324828,Tax exclusive,,,5-1445,1,276.29,,276.29,GST,27.63,,
6324640,Bremick Fasteners,########,########,6324640,Tax exclusive,,,5-1445,1,313.17,,313.17,GST,31.32,,
6324537,Bremick Fasteners,########,########,6324537,Tax exclusive,,,5-1445,1,"1,123.26",,"1,123.26",GST,112.33,,
10005,Jeff Laurie Concreting,########,########,10005,Tax exclusive,,1 High Point road,5-1445,1,"7,954.55",,"7,954.55",GST,795.45,,
47,Ketter Family Trust,########,########,47,Tax exclusive,,Floor Installations,5-1445,1,"8,509.68",,"8,509.68",GST,850.97,,
40,Terry Lambert,########,########,40,Tax exclusive,,Flooring Installation,5-1445,1,"10,287.22",,"10,287.22",N-T,0,,
22.04.24,National Tiles,########,########,22.04.24,Tax exclusive,,Statement dated 22.04.24,5-1445,1,"19,350.11",,"19,350.11",GST,"1,935.01",,
199-50699,Soul Floors,########,########,199-50699,Tax exclusive,,Flooring installation,5-1445,1,"2,013.76",,"2,013.76",GST,201.38,,
24043,River Heads Flooring,########,########,24043,Tax exclusive,,Flooring installation,5-1445,1,"5,360.76",,"5,360.76",GST,536.08,,
90182634,Fletcher Insulation,########,########,90182634,Tax exclusive,,Foam Cell liner,5-1445,1,"8,965.00",,"8,965.00",GST,896.5,,
88644,Advance Metal Industries Aust.,########,########,88644,Tax exclusive,,,5-1445,1,922.2,,922.2,GST,92.22,,
1871-50621,Definitive Edge,########,########,1871-50621,Tax exclusive,,,5-1442,1,152.48,,152.48,GST,15.25,,
144,Get Moved,########,########,144,Tax exclusive,,Disassemly & relocation of large shop counter,5-1442,1,272.73,,272.73,GST,27.27,,
8696,JR Marketing Group,########,########,8696,Tax exclusive,,Google Domination,6-1452,1,"1,272.73",,"1,272.73",GST,127.27,,
April,Nanas Animal Rescue Inc,########,########,April,Tax exclusive,,April donation,6-1489,1,750,,750,N-T,0,,
10616,A.T. Concreting,########,########,10616,Tax exclusive,,11 Belinda close,5-1445,1,"6,454.55",,"6,454.55",GST,645.45,,
252-501070,Mark Holstein Concreting,########,########,252-501070,Tax exclusive,,5 Bergamot court,5-1445,1,"3,272.73",,"3,272.73",GST,327.27,,
5,Paul Wignall,########,########,5,Tax exclusive,,66 Denmans Camp road,5-1445,1,801,,801,N-T,0,,
20248611,Rapid Building Approval,########,########,20248611,Tax exclusive,,Lot 31 (137) Long street,5-1439,1,922.73,,922.73,GST,92.27,,
R24260,Coast Wide Certification,########,########,R24260,Tax exclusive,,204 Station road,5-1439,1,863.64,,863.64,GST,86.36,,
R24262,Coast Wide Certification,########,########,R24262,Tax exclusive,,9 Shearwater street,5-1439,1,777.27,,777.27,GST,77.73,,
R24259,Coast Wide Certification,########,########,R24259,Tax exclusive,,19 Macadamia drive,5-1439,1,777.27,,777.27,GST,77.73,,
R24258,Coast Wide Certification,########,########,R24258,Tax exclusive,,218 Dayman street,5-1439,1,863.64,,863.64,GST,86.36,,
388168,Telstra,########,########,388168,Tax exclusive,,,6-2013,1,"2,080.72",,"2,080.72",GST,208.07,,
508,Pups Concreting,########,########,508,Tax exclusive,,Deposit Rex Richardson 9 Windward Way,5-1445,1,"2,000.00",,"2,000.00",GST,200,,
88,The France Family Trust,########,########,88,Tax exclusive,,Flooring Installations,5-1442,1,"1,328.25",,"1,328.25",N-T,0,,
1792-50527,The Flooring Co,########,########,1792-50527,Tax exclusive,,Flooring installation,5-1442,1,376,,376,GST,37.6,,
1793-50529,The Flooring Co,########,########,1793-50529,Tax exclusive,,Flooring installation,5-1442,1,756,,756,GST,75.6,,
1794-50531,The Flooring Co,########,########,1794-50531,Tax exclusive,,Flooring installation,5-1442,1,"1,180.90",,"1,180.90",GST,118.09,,
1795-50534,The Flooring Co,########,########,1795-50534,Tax exclusive,,Flooring installation,5-1442,1,"1,631.93",,"1,631.93",GST,163.19,,
602,FloorBoss,########,########,602,Tax exclusive,,Flooring Installations,5-1442,1,"1,621.83",,"1,621.83",GST,162.18,,
47,HayJ Flooring,########,########,47,Tax exclusive,,Flooring Installation,5-1442,1,538,,538,GST,53.8,,
48,HayJ Flooring,########,########,48,Tax exclusive,,Flooring Installation,5-1442,1,858.55,,858.55,GST,85.85,,
1105,DB Schulz,########,########,1105,Tax exclusive,,,5-1442,1,564,,564,GST,56.4,,
1106,DB Schulz,########,########,1106,Tax exclusive,,,5-1442,1,"1,396.00",,"1,396.00",GST,139.6,,
1107-50219,DB Schulz,########,########,1107-50219,Tax exclusive,,,5-1442,1,"1,396.00",,"1,396.00",GST,139.6,,
1108-50220,DB Schulz,########,########,1108-50220,Tax exclusive,,,5-1442,1,778.44,,778.44,GST,77.84,,
1109,DB Schulz,########,########,1109,Tax exclusive,,,5-1442,1,553,,553,GST,55.3,,
2581,Briggs Clarken,########,########,2581,Tax exclusive,,Installations,5-1442,1,"2,911.65",,"2,911.65",GST,291.17,,
829,Warwicks Carpets Pty Ltd,########,########,829,Tax exclusive,,Carpet Installations,5-1442,1,"1,516.00",,"1,516.00",GST,151.6,,
6323365,Bremick Fasteners,########,########,6323365,Tax exclusive,,,5-1445,1,514.48,,514.48,GST,51.45,,
88689,Advance Metal Industries Aust.,########,########,88689,Tax exclusive,,,5-1445,1,530.3,,530.3,GST,53.03,,
36364,FBHS (Aust) Pty Ltd,########,########,36364,Tax exclusive,,Selina Wittman,5-1439,1,308.5,,308.5,GST,30.85,,
20248641,Rapid Building Approval,########,########,20248641,Tax exclusive,,Lot 60 (28) Halcyon drive,5-1439,1,722.73,,722.73,GST,72.27,,
10617,A.T. Concreting,########,########,10617,Tax exclusive,,2 Lorikeet court,5-1445,1,"3,272.73",,"3,272.73",GST,327.27,,
75,Daniel Gunn,########,########,75,Tax exclusive,,Flooring installation,5-1445,1,828.06,,828.06,N-T,0,,
30,Darren Kennedy,########,########,30,Tax exclusive,,Floor Installations,5-1445,1,"1,603.50",,"1,603.50",GST,160.35,,
35,Robert Spoltaric,########,########,35,Tax exclusive,,Flooring installation,5-1445,1,"2,407.20",,"2,407.20",N-T,0,,
20248651,Rapid Building Approval,########,########,20248651,Tax exclusive,,Lot 92 (46) Cromdale cct,5-1439,1,722.73,,722.73,GST,72.27,,
1303571,Ozroll Pty Ltd,########,########,1303571,Tax exclusive,,,5-1445,1,140,,140,GST,14,,
6329999,Bremick Fasteners,########,########,6329999,Tax exclusive,,,5-1445,1,"1,237.71",,"1,237.71",GST,123.77,,
6329186,Bremick Fasteners,########,########,6329186,Tax exclusive,,,5-1445,1,472.23,,472.23,GST,47.22,,
6329042,Bremick Fasteners,########,########,6329042,Tax exclusive,,,5-1445,1,835.24,,835.24,GST,83.52,,
6328939,Bremick Fasteners,########,########,6328939,Tax exclusive,,,5-1445,1,400.1,,400.1,GST,40.01,,
100173358,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,394.94,,394.94,GST,39.49,,
100173357,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,653.1,,653.1,GST,65.31,,
100173354,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,410.44,,410.44,GST,41.04,,
100173356,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,459.7,,459.7,GST,45.97,,
100173355,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,211.89,,211.89,GST,21.19,,
20249524,Rapid Building Approval,########,########,20249524,Tax exclusive,,Lot 122 (110) Cypress street,5-1439,1,"1,122.73",,"1,122.73",GST,112.27,,
388695,Australian Super,########,########,388695,Tax exclusive,,Kyle Aitcheson,2-1383,1,608.55,,608.55,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Craig Bastin - $900 Salary Sacrifice,2-1383,1,"1,884.23",,"1,884.23",N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Lisa Bayliss,2-1383,1,780.89,,780.89,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Collin Behrendorff,2-1383,1,"1,366.86",,"1,366.86",N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Shane Blackburn,2-1383,1,555.12,,555.12,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Ethan Borsboom,2-1383,1,662.3,,662.3,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Joel Carmichael,2-1383,1,"1,006.89",,"1,006.89",N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Dillan Cash,2-1383,1,229.9,,229.9,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Shane Chapman,2-1383,1,782.02,,782.02,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Luke Cleaver,2-1383,1,"1,006.86",,"1,006.86",N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Jeffrey Covill,2-1383,1,"1,024.79",,"1,024.79",N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Jillian Cowley,2-1383,1,930.05,,930.05,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Garth Cremor,2-1383,1,911.15,,911.15,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Darrin Defty,2-1383,1,731.56,,731.56,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Marie Defty,2-1383,1,957.33,,957.33,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Matthew Duffy,2-1383,1,715.64,,715.64,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Roland Edwards,2-1383,1,764.38,,764.38,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Brent Firth-Meldrum,2-1383,1,860.6,,860.6,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Benjamin Fox,2-1383,1,888.33,,888.33,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Stephen Frewen-Lord,2-1383,1,793.02,,793.02,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Graham Gensch,2-1383,1,969.69,,969.69,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Bradley Gillard,2-1383,1,957.02,,957.02,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Rod Hamilton,2-1383,1,783.51,,783.51,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Megan Hill -,2-1383,1,888.33,,888.33,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Sam Hill -,2-1383,1,"1,903.83",,"1,903.83",N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Stephen Hill,2-1383,1,495,,495,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Rodney Kelly,2-1383,1,783.12,,783.12,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Gerard Keygan - $300 Salary Sacrifice,2-1383,1,"1,222.78",,"1,222.78",N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Janet Kolasa,2-1383,1,926.59,,926.59,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Aaron Krohn,2-1383,1,"1,258.88",,"1,258.88",N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Taviria Kura (Tom),2-1383,1,817.06,,817.06,N-T,0,,
388695,Australian Super,########,########,388695,Tax exclusive,,Moyle Manu,2-1383,1,983.51,,983.51,N-T,0,,
